region;culture;Date;Production en tonne;Superficie en ha;Rendement kg/ha
BIRKILANE;RIZ;2020;207.541623261826;221.969650547407;935
BIRKILANE;MIL;2017;24486.8047623613;22260.7316021467;1100
BIRKILANE;MIL;2018;42609.5110767429;35507.9258972857;1200
BIRKILANE;MIL;2019;22957.2;25508;900
BIRKILANE;MIL;2020;50728.496;34841;1456
BIRKILANE;MIL;2021;43200.8305862924;30314.9129707106;1425.0686
BIRKILANE;MIL;2022;52293.2248744758;30314.9129707106;1725
BIRKILANE;NIEBE;2017;6.39730819316483;10.4873904805981;610
BIRKILANE;NIEBE;2018;7.03703901248131;11.5361295286579;610
BIRKILANE;NIEBE;2019;12;20;600
BIRKILANE;NIEBE;2020;240.3;450;534
BIRKILANE;NIEBE;2021;306.451311457461;388.404704001851;789
BIRKILANE;NIEBE;2022;132.003528001388;176.004704001851;750
BIRKILANE;MANIOC;2017;2623.11292659309;131.155646329655;20000
BIRKILANE;MANIOC;2018;1731.25453155144;144.27121096262;12000
BIRKILANE;MANIOC;2019;2400;200;12000
BIRKILANE;MANIOC;2020;2419.95201798469;190.383568186455;12710.929
BIRKILANE;MANIOC;2021;2380.0424458687;183.080188143746;13000
BIRKILANE;MANIOC;2022;2206.9071062447;169.762085095746;13000
BIRKILANE;MAIS;2017;14639.8896;7845.6;1866
BIRKILANE;MAIS;2018;16103.87856;8630.16;1866
BIRKILANE;MAIS;2019;5742;6000;957
BIRKILANE;MAIS;2020;16613.1;8790;1890
BIRKILANE;MAIS;2021;12876.7004262881;7834.37276486;1643.616
BIRKILANE;MAIS;2022;19549.88;7819.952;2500
BIRKILANE;FONIO;2021;;;
KAFFRINE;ARACHIDE;2017;54190.8657224878;48255.4458793302;1123
KAFFRINE;ARACHIDE;2018;59520;49600;1200
KAFFRINE;ARACHIDE;2019;45000;50000;900
KAFFRINE;ARACHIDE;2020;99173.9078064;59779.3296;1659
KAFFRINE;ARACHIDE;2021;87633.39411;55219.53;1587
KAFFRINE;ARACHIDE;2022;66263.436;55219.53;1200
KAFFRINE;SORGHO;2017;20168.792;15659;1288
KAFFRINE;SORGHO;2018;22392.37;17224.9;1300
KAFFRINE;SORGHO;2019;19800;18000;1100
KAFFRINE;SORGHO;2020;25574.811;17529;1459
KAFFRINE;SORGHO;2021;27690.577375384;18114.58;1528.6348
KAFFRINE;SORGHO;2022;30794.786;18114.58;1700
KAFFRINE;RIZ;2017;314.792915027027;286.175377297297;1100
KAFFRINE;RIZ;2018;288.601910588235;288.601910588235;1000
KAFFRINE;RIZ;2019;110.322;227;486
KAFFRINE;RIZ;2020;194.649606;206;944.901
KAFFRINE;RIZ;2021;199.052225092878;208.394116549562;955.172
KAFFRINE;RIZ;2022;250.877401369138;243.155457577107;1031.75723
KAFFRINE;MIL;2017;40592.0140168995;29759.5410681081;1364
KAFFRINE;MIL;2018;44651.2154185894;32735.4951749189;1364
KAFFRINE;MIL;2019;29750;35000;850
KAFFRINE;MIL;2020;71311.968;48978;1456
KAFFRINE;MIL;2021;52779.7138500046;36584.0246651723;1442.6984
KAFFRINE;MIL;2022;63154.6775038443;36611.4072486054;1725
KAFFRINE;NIEBE;2017;600.211475027027;1500.52868756757;400
KAFFRINE;NIEBE;2018;742.761700345946;1650.58155632432;450
KAFFRINE;NIEBE;2019;750;1500;500
KAFFRINE;NIEBE;2020;1113.59007704849;1240.07803680233;898
KAFFRINE;NIEBE;2021;1851.5089529805;1424.23765613884;1300
KAFFRINE;NIEBE;2022;1024.12635929719;1463.03765613884;700
KAFFRINE;MANIOC;2017;798;133;6000
KAFFRINE;MANIOC;2018;877.8;146.3;6000
KAFFRINE;MANIOC;2019;1800;300;6000
KAFFRINE;MANIOC;2020;3058.33649586721;350.427123534005;8727.4537
KAFFRINE;MANIOC;2021;2779.32526187866;308.813917986518;9000
KAFFRINE;MANIOC;2022;2229.70882236121;247.745424706801;9000
KAFFRINE;MAIS;2017;13477.3212494011;9437.90003459459;1428
KAFFRINE;MAIS;2018;19000;9500;2000
KAFFRINE;MAIS;2019;15000;10000;1500
KAFFRINE;MAIS;2020;17528.849;8957;1957
KAFFRINE;MAIS;2021;18468.425341182;11259.903;1640.194
KAFFRINE;MAIS;2022;32653.7187;11259.903;2900
KOUNGHEUL;ARACHIDE;2017;47463.1544783222;41780.9458435935;1136
KOUNGHEUL;ARACHIDE;2018;63750;42500;1500
KOUNGHEUL;ARACHIDE;2019;78000;52000;1500
KOUNGHEUL;ARACHIDE;2020;108202.3797573;60482.0457;1789
KOUNGHEUL;ARACHIDE;2021;100561.461005147;59858.0125030638;1680
KOUNGHEUL;ARACHIDE;2022;77815.4162539829;59858.0125030638;1300
KOUNGHEUL;SORGHO;2017;22879.6974;18601.38;1230
KOUNGHEUL;SORGHO;2018;26088.43545;20461.518;1275
KOUNGHEUL;SORGHO;2019;25800;21500;1200
KOUNGHEUL;SORGHO;2020;25742.29;18998;1355
KOUNGHEUL;SORGHO;2021;25183.0156886645;18703.9796;1346.3988
KOUNGHEUL;SORGHO;2022;37340.66124;19652.9796;1900
KOUNGHEUL;RIZ;2017;175.079166315789;175.079166315789;1000
KOUNGHEUL;RIZ;2019;30.312;72;421
KOUNGHEUL;RIZ;2020;82.6174813348181;94.7448180445162;872
KOUNGHEUL;RIZ;2022;321.029691978387;113.941328120102;2817.5
KOUNGHEUL;MIL;2017;38254.08;32640;1172
KOUNGHEUL;MIL;2018;42079.488;35904;1172
KOUNGHEUL;MIL;2019;44250;37500;1180
KOUNGHEUL;MIL;2020;60419.293;41987;1439
KOUNGHEUL;MIL;2021;55884.1380277212;39079.8168026022;1430
KOUNGHEUL;MIL;2022;67412.6839844888;39079.8168026022;1725
KOUNGHEUL;NIEBE;2017;38.9614925065928;53.2260826592798;732
KOUNGHEUL;NIEBE;2018;396.012;541;732
KOUNGHEUL;NIEBE;2019;712.5;950;750
KOUNGHEUL;NIEBE;2020;132.7284;229;579.6
KOUNGHEUL;NIEBE;2021;726.780712003546;600.645216531856;1210
KOUNGHEUL;NIEBE;2022;498.587477358449;474.845216531856;1050
KOUNGHEUL;MANIOC;2017;225;45;5000
KOUNGHEUL;MANIOC;2018;297;49.5;6000
KOUNGHEUL;MANIOC;2019;1437;120;11975
KOUNGHEUL;MANIOC;2020;893.37414;102;8758.57
KOUNGHEUL;MANIOC;2021;1562.222124;121.8582;12820
KOUNGHEUL;MANIOC;2022;1315.5;87.7;15000
KOUNGHEUL;MAIS;2017;13332.41;8281;1610
KOUNGHEUL;MAIS;2018;15295;9500;1610
KOUNGHEUL;MAIS;2019;16500;11000;1500
KOUNGHEUL;MAIS;2020;22330.036;11884;1879
KOUNGHEUL;MAIS;2021;37743.288;15342.8;2460
KOUNGHEUL;MAIS;2022;41425.56;15342.8;2700
KOUNGHEUL;FONIO;2021;;;
MALEM HODDAR;ARACHIDE;2017;69004.9452355665;67918.2531846127;1016
MALEM HODDAR;ARACHIDE;2018;72050;65500;1100
MALEM HODDAR;ARACHIDE;2019;70460;65000;1084
MALEM HODDAR;ARACHIDE;2020;106707.87495;60286.935;1770
MALEM HODDAR;ARACHIDE;2021;93026.4730255272;62017.6486836848;1500
MALEM HODDAR;ARACHIDE;2022;96216.9564553838;64144.6376369225;1500
MALEM HODDAR;SORGHO;2017;9687.5;12500;775
MALEM HODDAR;SORGHO;2018;19200;12800;1500
MALEM HODDAR;SORGHO;2019;18918.4;12800;1478
MALEM HODDAR;SORGHO;2020;21917.844;15678;1398
MALEM HODDAR;SORGHO;2021;26862.1087358919;17908.0724905946;1500
MALEM HODDAR;SORGHO;2022;25591.902;15054.06;1700
MALEM HODDAR;RIZ;2017;106.766;97.06;1100
MALEM HODDAR;RIZ;2019;30.6;72;425
MALEM HODDAR;RIZ;2020;77.2044137155;91.69170275;842
MALEM HODDAR;RIZ;2021;59.8579788049857;72.15034055;829.6285
MALEM HODDAR;RIZ;2022;76.4611420465945;83.1879256875;919.1375
MALEM HODDAR;MIL;2017;34567.1008601289;49452.2186840184;699
MALEM HODDAR;MIL;2018;75000;50000;1500
MALEM HODDAR;MIL;2019;74602.5;50750;1470
MALEM HODDAR;MIL;2020;82077.531;45879;1789
MALEM HODDAR;MIL;2021;65681.6434367744;44005.2066858198;1492.588
MALEM HODDAR;MIL;2022;65787.7839953005;44005.2066858198;1495
MALEM HODDAR;NIEBE;2018;253.272;346;732
MALEM HODDAR;NIEBE;2019;253.20799;351.19;721
MALEM HODDAR;NIEBE;2020;511.84175;889;575.75
MALEM HODDAR;NIEBE;2021;375.655086;629.238;597
MALEM HODDAR;NIEBE;2022;363.53344640625;553.7975;656.4375
MALEM HODDAR;MANIOC;2018;3.4322922802;14.16079;242.38
MALEM HODDAR;MANIOC;2019;501.9;21;23900
MALEM HODDAR;MANIOC;2020;134.269510855515;17.580395;7637.457
MALEM HODDAR;MANIOC;2021;84.385896;10.548237;8000
MALEM HODDAR;MANIOC;2022;158.475871842928;15.93529625;9944.95925
MALEM HODDAR;MAIS;2017;5334.99693720017;6111.10760274934;873
MALEM HODDAR;MAIS;2018;13685;8500;1610
MALEM HODDAR;MAIS;2019;12780;8520;1500
MALEM HODDAR;MAIS;2020;13680.828;9786;1398
MALEM HODDAR;MAIS;2021;12128.325037101;8157.779;1486.719
MALEM HODDAR;MAIS;2022;22841.7812;8157.779;2800
MALEM HODDAR;FONIO;2021;;;
REGION DE KAOLACK;ARACHIDE;2017;191147.20104806;159120.207641808;1201.27546262601
REGION DE KAOLACK;ARACHIDE;2018;223337.2823392;169842.651285143;1314.96582660057
REGION DE KAOLACK;ARACHIDE;2019;224550;175750;1277.66714082504
REGION DE KAOLACK;ARACHIDE;2020;261944.481160704;175385.091196254;1493.53904242403
REGION DE KAOLACK;ARACHIDE;2021;201309.931235543;163216.990024641;1233.3883329496
REGION DE KAOLACK;ARACHIDE;2022;193032.441761132;168662.990024641;1144.48606498041
REGION DE KAOLACK;SORGHO;2017;9255.01046996988;9609.78171071891;963.082278929051
REGION DE KAOLACK;SORGHO;2018;12776.5534;13147.004;971.822431939627
REGION DE KAOLACK;SORGHO;2019;9600;12000;800
REGION DE KAOLACK;SORGHO;2020;40683.055;26814;1517.23185649288
REGION DE KAOLACK;SORGHO;2021;21946.1030465697;15925.822766321;1378.02004760344
REGION DE KAOLACK;SORGHO;2022;14772.6565479294;15284.0771421438;966.538994179491
REGION DE KAOLACK;RIZ;2017;4278.72194879435;2315.59812695353;1847.78260916266
REGION DE KAOLACK;RIZ;2018;3325;2050;1621.9512195122
REGION DE KAOLACK;RIZ;2019;1686.7513951171;1809.57935363831;932.123474842781
REGION DE KAOLACK;RIZ;2020;3055.71061360118;1986.69522436597;1538.08725974885
REGION DE KAOLACK;RIZ;2021;616.130146543901;495.698269239168;1242.954
REGION DE KAOLACK;RIZ;2022;4178.40471443757;2022.81826923917;2065.63524661519
REGION DE KAOLACK;MIL;2017;157902.632297869;132838.044226151;1188.68531389281
REGION DE KAOLACK;MIL;2018;175406.404591667;132252;1326.30436281997
REGION DE KAOLACK;MIL;2019;144937.5;130750;1108.5086042065
REGION DE KAOLACK;MIL;2020;185016.29306055;151017.054118926;1225.13509576773
REGION DE KAOLACK;MIL;2021;161351.507027912;140478.465647063;1148.58534569483
REGION DE KAOLACK;MIL;2022;141271.575645742;140806.406047608;1003.30361104435
REGION DE KAOLACK;NIEBE;2017;586.097772192957;1217.71855248109;481.308074841094
REGION DE KAOLACK;NIEBE;2018;1540.90311142514;2297.5088803704;670.684289662776
REGION DE KAOLACK;NIEBE;2019;1509.35;2550;591.901960784314
REGION DE KAOLACK;NIEBE;2020;1606.62951973739;2595.73911127756;618.948765982359
REGION DE KAOLACK;NIEBE;2021;2135.61483117264;2623.10565200592;814.155094949954
REGION DE KAOLACK;NIEBE;2022;1930.11299386085;2734.46624232607;705.846341777841
REGION DE KAOLACK;MANIOC;2017;69762.86;3568;19552.3710762332
REGION DE KAOLACK;MANIOC;2018;95439.521;5162.1;18488.5068092443
REGION DE KAOLACK;MANIOC;2019;115965.4;6100;19010.7213114754
REGION DE KAOLACK;MANIOC;2020;130402.541304836;6607.42685295784;19735.7525413181
REGION DE KAOLACK;MANIOC;2021;114306.008614761;6978.48537059157;16379.7733382754
REGION DE KAOLACK;MANIOC;2022;132194.713327791;7126.68537059157;18549.2562746344
REGION DE KAOLACK;MAIS;2017;69961.8494076207;34017.835864991;2056.62258132126
REGION DE KAOLACK;MAIS;2018;76912.2615483827;37394.01945149;2056.80648073038
REGION DE KAOLACK;MAIS;2019;75170;37350;2012.58366800535
REGION DE KAOLACK;MAIS;2020;118698.39;44750;2652.47798882682
REGION DE KAOLACK;MAIS;2021;127948.291633694;41739.3792332972;3065.40954810427
REGION DE KAOLACK;MAIS;2022;109178.41031654;41739.3792332972;2615.71715540619
GUINGUINEO;ARACHIDE;2017;30921.4815141778;24347.6232395101;1270
GUINGUINEO;ARACHIDE;2018;23237.2823391997;26942.6512851428;862.472
GUINGUINEO;ARACHIDE;2019;25500;30000;850
GUINGUINEO;ARACHIDE;2020;58226.15829759;39980.91;1456.349
GUINGUINEO;ARACHIDE;2021;33330.1507823357;29160.2369049306;1143
GUINGUINEO;ARACHIDE;2022;31590.5487501771;30086.2369049306;1050
GUINGUINEO;SORGHO;2017;291.781469969877;241.141710718907;1210
GUINGUINEO;SORGHO;2018;1000;1000;1000
GUINGUINEO;SORGHO;2020;7444.312;5927;1256
GUINGUINEO;SORGHO;2021;1751.39059346535;1522.94834214378;1150
GUINGUINEO;SORGHO;2022;1370.6535079294;1522.94834214378;900
GUINGUINEO;RIZ;2017;22.5187337314632;41.7013587619688;540
GUINGUINEO;MIL;2017;29354.2814744982;26734.3182827852;1098
GUINGUINEO;MIL;2018;21250;25000;850
GUINGUINEO;MIL;2019;18000;22500;800
GUINGUINEO;MIL;2020;38009.92;36548;1040
GUINGUINEO;MIL;2021;27123.2872931321;29705.4645002837;913.074
GUINGUINEO;MIL;2022;29037.0915490274;29705.4645002837;977.5
GUINGUINEO;NIEBE;2017;245.765350058796;702.186714453703;350
GUINGUINEO;NIEBE;2018;540.683770129352;772.405385899074;700
GUINGUINEO;NIEBE;2019;409.6;800;512
GUINGUINEO;NIEBE;2020;390.734319737387;699.739111277555;558.4
GUINGUINEO;NIEBE;2021;566.914831172644;723.105652005924;784
GUINGUINEO;NIEBE;2022;591.572993860853;739.466242326066;800
GUINGUINEO;MANIOC;2017;7658.75;557;13750
GUINGUINEO;MANIOC;2018;20625;1500;13750
GUINGUINEO;MANIOC;2019;30010;2000;15005
GUINGUINEO;MANIOC;2020;44747.5;2500;17899
GUINGUINEO;MANIOC;2021;42223.5;2559;16500
GUINGUINEO;MANIOC;2022;44782.5;2559;17500
GUINGUINEO;MAIS;2017;1476.888;826;1788
GUINGUINEO;MAIS;2018;1578.804;883;1788
GUINGUINEO;MAIS;2019;1020;850;1200
GUINGUINEO;MAIS;2020;17770.5;8975;1980
GUINGUINEO;MAIS;2021;14247.844;5479.94;2600
GUINGUINEO;MAIS;2022;7397.919;5479.94;1350
GUINGUINEO;FONIO;2021;;;
KAOLACK;ARACHIDE;2017;46257.4160745934;43597.9416348665;1061
KAOLACK;ARACHIDE;2018;57000;47500;1200
KAOLACK;ARACHIDE;2019;65000;50000;1300
KAOLACK;ARACHIDE;2020;75058.74057;53384.595;1406
KAOLACK;ARACHIDE;2021;54299.5595634051;48027.9073269733;1130.5835
KAOLACK;ARACHIDE;2022;53352.3180596706;48502.1073269733;1100
KAOLACK;SORGHO;2017;5449.635;5235;1041
KAOLACK;SORGHO;2018;7911.6;7600;1041
KAOLACK;SORGHO;2019;6400;8000;800
KAOLACK;SORGHO;2020;14681.7;9900;1483
KAOLACK;SORGHO;2021;11558.36601;9150;1263.2094
KAOLACK;SORGHO;2022;8774.7;7977;1100
KAOLACK;RIZ;2017;1342.31521506289;749.896768191556;1790
KAOLACK;RIZ;2018;845;500;1690
KAOLACK;RIZ;2019;343.252195117096;407.179353638311;843
KAOLACK;RIZ;2020;608.533413601182;471.415224365974;1290.865
KAOLACK;RIZ;2021;616.130146543901;495.698269239168;1242.954
KAOLACK;RIZ;2022;905.449514437565;524.898269239168;1725
KAOLACK;MIL;2017;55418.2790313981;46648.3830230624;1188
KAOLACK;MIL;2018;55875.12;47152;1185
KAOLACK;MIL;2019;45600;48000;950
KAOLACK;MIL;2020;60214.8;50179;1200
KAOLACK;MIL;2021;54373.1652782595;47584.9362040682;1142.655
KAOLACK;MIL;2022;46834.8368810087;47912.8766046125;977.5
KAOLACK;NIEBE;2017;273.131689789225;404.639540428481;675
KAOLACK;NIEBE;2018;298.219341295791;445.10349447133;670
KAOLACK;NIEBE;2019;276;500;552
KAOLACK;NIEBE;2020;574.1812;898;639.4
KAOLACK;NIEBE;2021;677.7;900;753
KAOLACK;NIEBE;2022;614.25;945;650
KAOLACK;MANIOC;2017;4604.11;511;9010
KAOLACK;MANIOC;2018;5064.521;562.1;9010
KAOLACK;MANIOC;2019;7205.4;600;12009
KAOLACK;MANIOC;2020;25170;1500;16780
KAOLACK;MANIOC;2021;26848;1678;16000
KAOLACK;MANIOC;2022;25170;1678;15000
KAOLACK;MAIS;2017;22364.8;11600;1928
KAOLACK;MAIS;2018;24601.28;12760;1928
KAOLACK;MAIS;2019;22400;14000;1600
KAOLACK;MAIS;2020;43817.76;15876;2760
KAOLACK;MAIS;2021;48471.8468;16211.32;2990
KAOLACK;MAIS;2022;31612.074;16211.32;1950
KAOLACK;FONIO;2021;;;
NIORO DU RIP;ARACHIDE;2017;113968.303459289;91174.6427674311;1250
NIORO DU RIP;ARACHIDE;2018;143100;95400;1500
NIORO DU RIP;ARACHIDE;2019;134050;95750;1400
NIORO DU RIP;ARACHIDE;2020;128659.582293114;82019.5861962537;1568.64461599771
NIORO DU RIP;ARACHIDE;2021;113680.220889802;86028.845792737;1321.41980799886
NIORO DU RIP;ARACHIDE;2022;108089.574951284;90074.645792737;1200
NIORO DU RIP;SORGHO;2017;3513.594;4133.64;850
NIORO DU RIP;SORGHO;2018;3864.9534;4547.004;850
NIORO DU RIP;SORGHO;2019;3200;4000;800
NIORO DU RIP;SORGHO;2020;18557.043;10987;1689
NIORO DU RIP;SORGHO;2021;8636.34644310433;5252.87442417725;1644.1182
NIORO DU RIP;SORGHO;2022;4627.30304;5784.1288;800
NIORO DU RIP;RIZ;2017;2913.888;1524;1912
NIORO DU RIP;RIZ;2018;2480;1550;1600
NIORO DU RIP;RIZ;2019;1343.4992;1402.4;958
NIORO DU RIP;RIZ;2020;2447.1772;1515.28;1615
NIORO DU RIP;RIZ;2022;3272.9552;1497.92;2185
NIORO DU RIP;MIL;2017;73130.0717919729;59455.3429203032;1230
NIORO DU RIP;MIL;2018;98281.2845916667;60100;1635.29591666667
NIORO DU RIP;MIL;2019;81337.5;60250;1350
NIORO DU RIP;MIL;2020;86791.5730605503;64290.0541189262;1350
NIORO DU RIP;MIL;2021;79855.0544565205;63188.0649427114;1263.768
NIORO DU RIP;MIL;2022;65399.6472157063;63188.0649427114;1035
NIORO DU RIP;NIEBE;2017;67.2007323449362;110.892297598905;606
NIORO DU RIP;NIEBE;2018;702;1080;650
NIORO DU RIP;NIEBE;2019;823.75;1250;659
NIORO DU RIP;NIEBE;2020;641.714;998;643
NIORO DU RIP;NIEBE;2021;891;1000;891
NIORO DU RIP;NIEBE;2022;724.29;1050;689.8
NIORO DU RIP;MANIOC;2017;57500;2500;23000
NIORO DU RIP;MANIOC;2018;69750;3100;22500
NIORO DU RIP;MANIOC;2019;78750;3500;22500
NIORO DU RIP;MANIOC;2020;60485.0413048363;2607.42685295784;23197.215
NIORO DU RIP;MANIOC;2021;45234.5086147609;2741.48537059157;16500
NIORO DU RIP;MANIOC;2022;62242.2133277909;2889.68537059157;21539.443
NIORO DU RIP;MAIS;2017;46120.1614076207;21591.835864991;2136
NIORO DU RIP;MAIS;2018;50732.1775483827;23751.01945149;2136
NIORO DU RIP;MAIS;2019;51750;22500;2300
NIORO DU RIP;MAIS;2020;57110.13;19899;2870
NIORO DU RIP;MAIS;2021;65228.6008336942;20048.1192332972;3253.602
NIORO DU RIP;MAIS;2022;70168.4173165402;20048.1192332972;3500
NIORO DU RIP;FONIO;2021;;;
REGION DE KEDOUGOU;ARACHIDE;2017;13536.81924208;12669.9882634038;1068.41608379228
REGION DE KEDOUGOU;ARACHIDE;2018;20522.200659218;13361.8743950787;1535.87738160273
REGION DE KEDOUGOU;ARACHIDE;2019;13041.2;7904;1649.94939271255
REGION DE KEDOUGOU;ARACHIDE;2020;12436.5613516223;9581.670945;1297.95329259476
REGION DE KEDOUGOU;ARACHIDE;2021;23213.966912479;16004.4412172268;1450.47031617024
REGION DE KEDOUGOU;ARACHIDE;2022;20529.3327224462;11904.3067206965;1724.52988688157
REGION DE KEDOUGOU;SORGHO;2017;13844.6430510914;6793.27061740796;2037.99374863914
REGION DE KEDOUGOU;SORGHO;2018;9803.618;4102;2389.96050706972
REGION DE KEDOUGOU;SORGHO;2019;10551.48;4128;2556.07558139535
REGION DE KEDOUGOU;SORGHO;2020;14117.094508615;4350.40927954807;3245.00376895148
REGION DE KEDOUGOU;SORGHO;2021;11314.7547567467;4579.6553468546;2470.6563921929
REGION DE KEDOUGOU;SORGHO;2022;11962.7551892911;4790.7359793912;2497.06000095861
REGION DE KEDOUGOU;RIZ;2017;23118.61;6955;3324.02731847592
REGION DE KEDOUGOU;RIZ;2018;32453.5712;8580;3782.46750582751
REGION DE KEDOUGOU;RIZ;2019;21990.108179;7868.637;2794.65276883404
REGION DE KEDOUGOU;RIZ;2020;38279.323580272;12273.2178;3118.93133520958
REGION DE KEDOUGOU;RIZ;2021;22885.6038685115;8806.67096;2598.66684839915
REGION DE KEDOUGOU;RIZ;2022;24758.385857;6278.3632;3943.44593778837
REGION DE KEDOUGOU;MIL;2021;304.53744;250;1218.14976
REGION DE KEDOUGOU;NIEBE;2017;197.742704964224;317.92286497726;621.983275655143
REGION DE KEDOUGOU;NIEBE;2018;236.811701970741;346.67208603534;683.1
REGION DE KEDOUGOU;NIEBE;2019;900;1500;600
REGION DE KEDOUGOU;NIEBE;2020;226.728;564;402
REGION DE KEDOUGOU;NIEBE;2021;327.644589051855;545.16570557713;601
REGION DE KEDOUGOU;NIEBE;2022;621.457420298273;654.16570557713;950
REGION DE KEDOUGOU;MANIOC;2021;1204.9;124.2;9701.28824476651
REGION DE KEDOUGOU;MANIOC;2022;4470;248.333333333333;18000
REGION DE KEDOUGOU;MAIS;2017;26942.9728190865;9761.23990667205;2760.1998390256
REGION DE KEDOUGOU;MAIS;2018;34488.6611217839;11390.3540767668;3027.88314475063
REGION DE KEDOUGOU;MAIS;2019;35091.6;12072;2906.85884691849
REGION DE KEDOUGOU;MAIS;2020;34726.57885;14929;2326.11553687454
REGION DE KEDOUGOU;MAIS;2021;49749.4669326798;19239.8461498382;2585.75180618574
REGION DE KEDOUGOU;MAIS;2022;64049.7162219902;19239.8461498382;3329.01394965307
REGION DE KEDOUGOU;FONIO;2017;1101.30568167159;1409.01420417898;781.614321846607
REGION DE KEDOUGOU;FONIO;2018;1292.91227373371;1454.63866033708;888.820233496411
REGION DE KEDOUGOU;FONIO;2019;1837.12;2046;897.908113391984
REGION DE KEDOUGOU;FONIO;2020;2403.228739;2344.9987;1024.83158690024
REGION DE KEDOUGOU;FONIO;2021;2344.9987;2344.9987;1000
REGION DE KEDOUGOU;FONIO;2022;1686.699155;2344.9987;719.275091709006
KEDOUGOU;ARACHIDE;2017;4798.3063946223;4342.35872816498;1105
KEDOUGOU;ARACHIDE;2018;7670.2250656;4793.890666;1600
KEDOUGOU;ARACHIDE;2019;8085;4900;1650
KEDOUGOU;ARACHIDE;2020;6075;4500;1350
KEDOUGOU;ARACHIDE;2021;12285.4634109506;9167.249878833;1340.14710772939
KEDOUGOU;ARACHIDE;2022;13851.6246970825;5540.649878833;2500
KEDOUGOU;SORGHO;2017;5011.136;1976;2536
KEDOUGOU;SORGHO;2018;5523.408;1980;2789.6
KEDOUGOU;SORGHO;2019;5320;1900;2800
KEDOUGOU;SORGHO;2020;4914.43311666214;1421.58898370325;3457
KEDOUGOU;SORGHO;2021;4139.25878309582;1586.6739310614;2608.7646
KEDOUGOU;SORGHO;2022;4786.87805119975;1772.91779674065;2700
KEDOUGOU;RIZ;2017;16423.77;3170;5181
KEDOUGOU;RIZ;2018;18419.4912;3232;5699.1
KEDOUGOU;RIZ;2019;11147.052972;3499.844;3185.01423834891
KEDOUGOU;RIZ;2020;18378.244352592;5611.8688;3274.88845651416
KEDOUGOU;RIZ;2021;11449.2109869693;4369.44256;2620.29099358827
KEDOUGOU;RIZ;2022;12283.004916;3127.0978;3927.92477293163
KEDOUGOU;MIL;2021;204.69744;150;1364.6496
KEDOUGOU;MANIOC;2021;315.4;33.2;9500
KEDOUGOU;MANIOC;2022;1194;66.3333333333333;18000
KEDOUGOU;MAIS;2017;13255.1166295734;4413.95825160621;3003
KEDOUGOU;MAIS;2018;16038.6911217839;4855.35407676683;3303.3
KEDOUGOU;MAIS;2019;14210;4900;2900
KEDOUGOU;MAIS;2020;10730.8;4725;2271.06878306878
KEDOUGOU;MAIS;2021;13767.2386924704;5505.328;2500.7118
KEDOUGOU;MAIS;2022;17617.0496;5505.328;3200
KEDOUGOU;FONIO;2017;889.1;1046;850
KEDOUGOU;FONIO;2018;978.01;1046;935
KEDOUGOU;FONIO;2019;1425;1500;950
KEDOUGOU;FONIO;2020;1415.91;1299;1090
KEDOUGOU;FONIO;2021;1299;1299;1000
KEDOUGOU;FONIO;2022;909.3;1299;700
SALEMATA;ARACHIDE;2017;1188.64600489074;990.53833740895;1200
SALEMATA;ARACHIDE;2018;1526.97559361798;1017.98372907865;1500
SALEMATA;ARACHIDE;2019;1556.2;1004;1550
SALEMATA;ARACHIDE;2020;1918.5986568083;1667.683935;1150.457
SALEMATA;ARACHIDE;2021;2007.966009136;1455.952;1379.143
SALEMATA;ARACHIDE;2022;1156.06121068026;1227.24120029752;942
SALEMATA;SORGHO;2017;3794.68152;2066.82;1836
SALEMATA;SORGHO;2018;1815.6204;899;2019.6
SALEMATA;SORGHO;2019;1481.48;728;2035
SALEMATA;SORGHO;2020;3946.191194685;1233.18474833906;3200
SALEMATA;SORGHO;2021;2976.52913606825;1244.38324641685;2391.9714
SALEMATA;SORGHO;2022;2270.92974738878;1234.20094966781;1840
SALEMATA;RIZ;2017;1450;725;2000
SALEMATA;RIZ;2018;4426.4;2012;2200
SALEMATA;RIZ;2019;5498.403372;2353.048;2336.71534622328
SALEMATA;RIZ;2020;6411.15648;2369.5;2705.70013926989
SALEMATA;RIZ;2021;3249.6962721024;1444.4096;2249.844
SALEMATA;RIZ;2022;10113.395941;2597.2654;3893.8631150286
SALEMATA;MIL;2021;;;
SALEMATA;NIEBE;2017;2.0305545751821;2.76642312695109;734
SALEMATA;MANIOC;2021;627;66;9500
SALEMATA;MANIOC;2022;2376;132;18000
SALEMATA;MAIS;2017;7125;2850;2500
SALEMATA;MAIS;2018;8621.25;3135;2750
SALEMATA;MAIS;2019;8881.6;3172;2800
SALEMATA;MAIS;2020;9236.282;4339;2128.66605208573
SALEMATA;MAIS;2021;17041.559630766;7369.615;2312.4084
SALEMATA;MAIS;2022;26383.2217;7369.615;3580
SALEMATA;FONIO;2017;120.6;134;900
SALEMATA;FONIO;2018;243.182273733708;245.638660337079;990
SALEMATA;FONIO;2019;287.12;296;970
SALEMATA;FONIO;2020;636.318739;655.9987;970
SALEMATA;FONIO;2021;655.9987;655.9987;1000
SALEMATA;FONIO;2022;426.399155;655.9987;650
SARAYA;ARACHIDE;2017;7549.86684256695;7337.09119782988;1029
SARAYA;ARACHIDE;2018;11325;7550;1500
